0
코로나 때문에 촛불시위도 못할거라 생각 하고 막지르는 만주당...어디 까지ㅠ가나 보자...
코로나 때도 안 팔았다. 저가일 때 더 매입 올 한해는 모두 좋을거라 본다. 코로나로 덕도 봤지만 여전히 중요한 변수다. 그러나 여전히 제값 찾아가길 바란다. 
코로나로 죽기 참어려운 구조네요
TV '걸어서 세계속으로' 방송 시간이 코로나로 인해 애매하게 늦춰졌다. 방송을 하는거스 감지덕지해야 하나?! 
코로나 끝나면 따로 만나여ㅠㅠ 저 아직 장강중류도 못갔어요 연갈탕 ㅠㅠ
학교교육은 해방이후 미군정기시절 만든 체제를 거의 유지시켜왔는데 이번에 코로나19같은 '재난'을 당해서야 드디어 새로운 상상을 펼칠 수 있게된것 같습니다.9월학기제도 오래전에 얘기됐던건데 요즘 교육계에서 다시 부각되고 있습니다. 마침 오늘 학교교육의 새로운 방향에 대한 토론회가 있네요. 
코로나19 나 몰라라?…이 시국에 제트스키 즐긴 대통령 / 연합뉴스 (Yonhapnews) 
모든걸 알면서 이익 되는쪽으로..
"할아버지가 사업 때문에 한동안 다른 지역에 가 계실 예정이라서 저녁에 잠깐 인사 드리러 가자니, 어린이1호는 좋아하는데 어린이2호는 ""난 코로나가 무서워요""란다 자차로 갈 거고 가는 동안 마스크 쓸 테니까 괜찮다고 했지만 참..."
"북한군 묵묵부답, 합참은 오발 두둔 군 훈련 홍보에 청와대가 경위조사 코로나 추경, 국방비 대폭 삭감 위기 북 고사총 공격에 고장난 기관총으로 대응한 군 [사설] (출처 : 중앙SUNDAY | 네이버 뉴스) http://naver.me/GSkwYtAY"
이 시국에 혹시나 코로나 걸려서 동선 밝혀질거 생각도 안하고 돌아다니니 문제다 싶네요 저 기사에 나온 장모씨는 약간 억울한 면이 있겠다 싶긴하지만요 클럽도 안가고 이태원 식당에서 밥 먹었다고... ㅠ 근데 이 시국에 굳이 친구를 만나서 밥을 먹어야 하나 싶고..이게 다 정세균 탓이다 싶네요
"Wanted to order some bookshelves from IKEA to organize Infinite CDs & DVDs, and the earliest available delivery date is July 13th WTH Corona, DIE 인피니트 음반 정리하고 싶어서 아이키아에서 책장을 주문하려 했더니 가능한 가장 빠른 배송일이 7월 13일 코로나 언제 끝나 어떡하지 "
5월15일 요약뉴스 코로나 침방울 8분이상 공기중 감염3일후 후각이상 사무실 복귀 개학 반대 소아괴질 조심 미국 검사키트오류 46% PPP반납시한 18일까지 연장공기 후각 이상 
오 요즘도 세인트로렌스마켓 여는가봐요? 코로나라 닫혀있을 줄 알았네욤
ㅋㅋㅋㅋㅋ 거기도 가야하는데....... 하참 ㅋㅋㅋㅋ 코로나 좀 빨리 잠잠해졌으면 좋겠어요 ㅠㅠㅠ
5.15 코로나19 사각지대 미군부대 심각하다 https://youtu.be/oBBcOBFhRD4 출처 @YouTube
"마스크, 코로나19의 안전벨트입니다. 이태원 방문 거짓진술 강사로 부터 감염된 학생들이 교회를 갔습니다. 교회 두 곳이 마스크 등 방역수칙을 철저히 지켜 추가감염이 없었습니다. 팔복교회, 온사랑장로교회 교인여러분 고맙습니다. 인천 교회 확진자 ‘0’ [KBS 뉴스] "
코로나 블루다... 이정도면 진짜 코로나 블루야 너무 너무 속상해ㅠㅠ
저 방콕콘 티켓.. 우리도 가질 수 있던건데 코로나 쉬발롬..
코로나19 치료약물 찾았다 렘데시비르 효능의 600배!! (출처 : 몽상가의 .. | 블로그) 
"몬스타엑스, 코로나19 여파로 북미투어 연기 (출처 : 헤럴드경제 | 네이버 TV연예) http://naver.me/xmf8bHtH 1) @OfficialMonstaX #MONSTAX #몬스타엑스"
홍대거리 불 꺼트린 코로나…건대선 ＂이럴 때 놀아야 ˙찐’＂ (출처 : 중앙일보 | 네이버 뉴스) http://naver.me/55XVsJx1 -Wls-
달리니까 좋아졌어요... 코로나면 어쩌지 하는 마음으로 병원엘 갔었는데 매우매우 아닐것이라며... 주사 맞고 돌아왔죠;
기억해야 하루코로나 확진자 넘버 대구 31번 용인 66번 인천 102번 꼴통세키들
"코로나 때문에 ""맨날 술이야""..술독에 빠진 사람들 하이트진로 "
코로나 19 진정되면 정은경 본부장님이 반드시 WHO 총장이 되셔야할 듯...이종욱 총장이 구축해놓은 WHO의 위상을 이상한 놈이 다 무너뜨려 놔서 이종욱 총장 시절을 그리워하는 WHO 직원들이 많다더니 
쟈걍..ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋㅋ 코로나때매 집콕인건 조은데 요일감각을 잊을만큼 집콕하면 어토케ㅠㅠ 개웃갸ㅑ ㅓㅓㅏㅏ
"코로나 백신 개발, 어디까지 왔나?…임상 시험 현황 #SBS뉴스"
